Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
1557414360,5994.92,5995.41,5991.55,5991.6,0.46903587,2811.3915911,5993.9799297
1557414420,5994.0,5995.4,5990.31,5994.2,2.82738341,16944.677019,5993.0595047
1557414480,5994.0,5994.0,5988.68,5990.96,5.32394828,31892.11995,5990.313630600001
1557414540,5990.9,5990.9,5983.75,5985.22,5.171546,30957.374491000002,5986.0967089
1557414600,5983.75,5987.66,5983.46,5986.4,4.6350406,27738.77335,5984.580448
1557414660,5985.53,5985.53,5983.46,5983.46,4.13212007,24726.061431000002,5983.8680901
1557414720,5981.1,5983.1,5974.85,5974.85,95.24340381,569183.16625,5976.0901383
1557414780,5974.85,5978.09,5971.52,5972.83,21.40138603,127845.60358,5973.7067217
1557414840,5973.37,5983.46,5972.83,5981.18,4.69990901,28076.446885,5973.8277539
1557414900,5983.94,5988.03,5982.54,5988.03,7.71075943,46157.294238999995,5986.0892637
1557414960,5984.66,5986.34,5981.29,5985.72,0.21270328,1273.1362909000002,5985.5038008
1557415020,5983.0,5988.27,5983.0,5985.1,0.96191872,5756.264317,5984.1483456999995
1557415080,5983.91,5987.35,5983.91,5983.91,1.79286292,10729.344653,5984.4757414999995
1557415140,5988.46,5989.82,5986.09,5989.82,3.15247114,18877.494314,5988.157694699999
1557415200,5986.09,5991.06,5986.09,5987.53,1.8226879,10914.447016,5988.1052682
1557415260,5988.36,5993.79,5988.36,5991.06,1.70818668,10236.949949,5992.8754092
1557415320,5996.49,6000.72,5995.22,5998.18,2.76780399,16603.204543,5998.6923218
1557415380,6000.93,6003.13,5999.72,6001.65,2.6654892000000006,15997.673527,6001.7776576999995
1557415440,6001.19,6006.58,6001.19,6004.39,4.25890706,25568.961107,6003.643833300001
1557415500,6004.76,6010.0,6003.21,6005.98,5.52673807,33202.039081999996,6007.5289731
1557415560,6008.64,6010.6,6004.76,6010.12,2.79517255,16796.988986,6009.285182
1557415620,6008.69,6011.47,6006.0,6007.44,7.34401163,44130.921302999996,6009.1028618
1557415680,6010.9,6013.58,6006.09,6013.0,6.00235314,36084.584789,6011.7397206
1557415740,6007.53,6013.59,6007.53,6013.59,0.26004886,1563.8044824,6013.5025488
1557415800,6013.0,6014.18,6009.76,6011.4,1.22122626,7339.7314888,6010.1323803000005
1557415860,6011.05,6016.84,6009.32,6009.71,8.93784473,53764.694189,6015.398098
1557415920,6012.0,6015.26,6012.0,6012.8,0.70180982,4219.9912647,6013.0125633
1557415980,6016.4,6016.4,6007.53,6012.2,6.07985925,36556.307335000005,6012.6897403
1557416040,6005.93,6009.89,5997.14,6002.2,10.46808627,62805.16579299999,5999.6798052
1557416100,6001.58,6001.58,5998.74,5999.91,0.32446791,1946.5989779,5999.3574645
1557416160,5997.19,5998.73,5995.47,5998.58,0.50403812,3022.9282551999995,5997.4199079
1557416220,5998.5,5998.58,5994.0,5998.58,4.68789708,28102.432593999998,5994.6778086
1557416280,5996.2,5996.74,5994.0,5994.0,1.01201374,6068.6980296,5996.655766399999
1557416340,5994.0,5997.67,5992.74,5992.74,6.60541415,39592.245657,5993.9081423
1557416400,5992.16,5998.37,5991.85,5994.5,9.62258241,57675.529264,5993.7682845
1557416460,5996.6,6000.0,5995.67,5999.9,2.32833964,13968.935113999998,5999.5263897
1557416520,5998.72,6001.46,5996.48,6001.46,2.26129647,13569.362582,6000.7003779
1557416580,6001.54,6003.9,6001.3,6003.9,11.85589188,71165.460843,6002.5396286000005
1557416640,6004.57,6007.0,6004.57,6006.9,7.1662334,43040.151313,6005.9656044
1557416700,6007.9,6007.9,6002.86,6004.7,13.05621831,78419.29513,6006.279404
1557416760,6004.7,6006.6,6002.12,6006.5,2.40948989,14470.527825,6005.639569100001
1557416820,6002.12,6006.6,6002.12,6004.64,1.0199719,6122.052226899999,6002.1773412
1557416880,6003.48,6010.1,6003.48,6010.1,2.31871745,13927.530108,6006.566306000001
1557416940,6011.63,6012.6,6010.99,6010.99,2.04481523,12292.0223,6011.3119854
1557417000,6010.99,6010.99,6007.7,6007.7,2.0531915,12341.648996,6010.9585471
1557417060,6007.7,6009.9,6005.0,6005.0,1.90120101,11419.165451,6006.2904401
1557417120,6005.0,6008.3,6002.6,6002.6,14.03062015,84232.878449,6003.5035906
1557417180,6003.24,6007.02,6003.24,6003.73,3.41740198,20517.575783,6003.852020699999
1557417240,6007.03,6007.05,6002.61,6004.92,0.12327305,740.27242984,6005.1441077
1557417300,6004.82,6004.91,6002.0,6003.99,7.248387200000001,43507.841431,6002.4168453
1557417360,6002.6,6004.0,5996.79,5996.94,24.76325696,148535.30285,5998.2135264
1557417420,6000.29,6000.29,5994.98,5999.82,0.35564664,2132.6490423,5996.5392681
1557417480,5997.61,5999.82,5997.61,5997.61,3.09969036,18594.137728,5998.7081186000005
1557417540,5999.82,5999.82,5995.74,5995.74,0.22642629,1357.7785232,5996.5586294
1557417600,5995.74,5999.95,5992.97,5995.74,0.348963,2092.4629928,5996.2316716000005
1557417660,6000.58,6002.53,5997.94,6002.02,0.24557800000000002,1473.9571644000002,6001.9918902
1557417720,6002.02,6003.6,5999.22,6000.64,1.86934588,11220.214066,6002.2140293
